,[W],[Ta],[Tr],[R],total_count,sequence_type,R_avg_cluster_size,Ta_avg_cluster_size,Tr_avg_cluster_size,W_avg_cluster_size,num_cluster_types,max_cluster_size,R_no_of_cluster,Ta_no_of_cluster,Tr_no_of_cluster,W_no_of_cluster,R_max_cluster_size,Ta_max_cluster_size,Tr_max_cluster_size,W_max_cluster_size,smiles
2622,12.0,12.0,4.0,12.0,40,random,2.25,2.5,2.0,2.0,4,3,4,2,1,2,3,3,2,2,[Ta][W][Ta][Ta][W][R][R][W][Ta][W][W][Ta][W][W][R][R][W][Ta][R][R][Ta][R][W][Ta][Ta][Ta][R][R][R][W][R][Tr][W][Ta][Tr][R][Ta][W][Tr][Tr]
2623,12.0,12.0,4.0,12.0,40,random,2.0,2.5,2.0,3.0,4,3,2,2,1,2,2,3,2,3,[R][W][W][W][Ta][W][R][W][Ta][R][Tr][R][Ta][W][R][Ta][Ta][Tr][Tr][Ta][W][R][R][Ta][W][W][W][R][R][Ta][R][Ta][Ta][Ta][W][R][Tr][Ta][W][R]
2624,12.0,12.0,4.0,12.0,40,random,2.0,2.5,0.0,2.5,4,3,2,2,0,2,2,3,0,3,[W][Tr][R][W][W][R][W][R][W][Ta][R][Ta][Ta][Tr][W][Ta][R][R][W][Ta][R][W][Ta][R][Ta][R][R][Ta][W][R][W][W][W][R][Ta][Tr][Ta][Ta][Ta][Tr]
2625,4.0,4.0,6.0,12.0,26,random,3.3333333333333335,0.0,2.0,0.0,4,5,3,0,1,0,5,0,2,0,[W][R][Ta][W][Tr][Ta][Tr][R][R][R][Tr][Tr][Ta][W][Tr][R][Tr][R][R][R][R][R][W][Ta][R][R]
2626,4.0,4.0,6.0,12.0,26,random,2.75,2.0,2.0,0.0,4,4,4,1,2,0,4,2,2,0,[R][R][R][W][R][R][Tr][Ta][W][Ta][Ta][R][R][R][R][W][Tr][R][Tr][Tr][W][Tr][Tr][Ta][R][R]
2627,4.0,4.0,6.0,12.0,26,random,2.3333333333333335,0.0,2.0,2.0,4,3,3,0,1,1,3,0,2,2,[W][R][W][R][Tr][Ta][Tr][Tr][R][Ta][R][W][W][Ta][R][R][R][Tr][R][R][Ta][Tr][R][Tr][R][R]
2628,4.0,4.0,6.0,12.0,26,random,4.0,0.0,2.0,0.0,4,4,1,0,1,0,4,0,2,0,[Tr][R][Tr][R][Ta][R][Tr][W][Tr][Tr][Ta][R][R][R][R][W][R][W][R][Ta][R][Ta][R][Tr][R][W]
2629,4.0,4.0,6.0,12.0,26,random,3.0,2.0,2.0,0.0,4,4,2,1,2,0,4,2,2,0,[W][R][Ta][Ta][Tr][Tr][R][W][R][Ta][R][Ta][Tr][W][R][Tr][Tr][R][Tr][R][R][R][R][W][R][R]
2630,6.0,4.0,6.0,12.0,28,random,3.0,0.0,2.5,2.0,4,4,3,0,2,1,4,0,3,2,[R][Tr][Tr][Ta][R][R][W][Tr][Tr][Tr][W][R][W][W][Tr][Ta][R][R][R][R][Ta][R][R][R][W][R][Ta][W]
2631,6.0,4.0,6.0,12.0,28,random,5.0,0.0,2.0,2.0,4,6,2,0,2,1,6,0,2,2,[W][W][Tr][R][R][R][R][R][R][W][Tr][Tr][Ta][R][Ta][Tr][Tr][W][R][R][R][R][W][Ta][R][Ta][W][Tr]
2632,6.0,4.0,6.0,12.0,28,random,3.0,2.0,2.0,2.0,4,4,3,1,2,1,4,2,2,2,[W][Tr][Ta][W][W][R][R][R][R][W][Ta][Ta][W][Tr][Tr][R][Tr][R][R][R][W][R][Ta][R][Tr][Tr][R][R]
2633,6.0,4.0,6.0,12.0,28,random,2.3333333333333335,0.0,2.0,2.0,4,3,3,0,1,1,3,0,2,2,[R][Ta][R][R][R][W][R][W][Tr][Tr][Ta][W][R][Tr][W][R][R][Tr][Ta][R][W][W][R][R][Tr][Ta][Tr][R]
2634,6.0,4.0,6.0,12.0,28,random,2.25,0.0,2.0,3.0,4,3,4,0,1,1,3,0,2,3,[R][R][Tr][Tr][R][R][W][Ta][R][R][Ta][R][W][W][W][Tr][Ta][R][W][Tr][Ta][R][Tr][R][R][R][W][Tr]
2635,8.0,4.0,6.0,12.0,30,random,3.0,0.0,0.0,2.5,4,5,3,0,0,2,5,0,0,3,[R][W][W][Tr][R][W][R][R][R][R][R][Ta][Tr][Ta][Tr][W][R][R][Tr][Ta][Tr][R][R][Tr][Ta][W][W][W][R][W]
2636,8.0,4.0,6.0,12.0,30,random,3.0,2.0,2.0,3.0,4,5,3,1,2,1,5,2,2,3,[Ta][W][R][W][W][W][Tr][Tr][W][R][Ta][Ta][R][R][W][Ta][R][W][R][R][Tr][R][R][R][R][R][Tr][Tr][W][Tr]
2637,8.0,4.0,6.0,12.0,30,random,2.0,2.0,2.0,2.0,4,2,3,1,1,1,2,2,2,2,[W][Tr][R][W][R][R][Ta][Tr][R][W][Ta][W][R][Tr][Tr][R][Ta][Ta][W][R][R][W][W][R][R][Tr][R][Tr][W][R]
2638,8.0,4.0,6.0,12.0,30,random,3.0,2.0,3.0,3.0,4,4,3,1,2,1,4,2,4,3,[Ta][Ta][Tr][Tr][W][R][R][W][W][W][R][R][R][W][R][W][Ta][R][R][R][R][Ta][W][Tr][Tr][Tr][Tr][R][W][R]
2639,8.0,4.0,6.0,12.0,30,random,3.0,0.0,2.0,2.0,4,3,2,0,2,2,3,0,2,2,[W][R][W][R][R][R][Tr][Ta][R][W][R][W][Ta][Tr][R][W][W][R][Tr][Tr][R][R][R][Tr][Tr][Ta][W][W][Ta][R]
2640,10.0,4.0,6.0,12.0,32,random,3.0,0.0,2.0,2.0,4,4,2,0,1,2,4,0,2,2,[W][Tr][W][W][R][Tr][W][Tr][Ta][W][R][R][R][R][Ta][W][R][W][W][R][R][Tr][Tr][W][R][Ta][W][R][Ta][R][Tr][R]
2641,10.0,4.0,6.0,12.0,32,random,3.0,0.0,0.0,2.0,4,4,2,0,0,1,4,0,0,2,[W][R][W][Ta][R][Ta][Tr][R][R][R][R][W][R][R][Tr][W][W][Tr][W][R][W][Ta][W][R][Tr][R][W][Tr][W][R][Ta][Tr]
2642,10.0,4.0,6.0,12.0,32,random,3.0,3.0,0.0,2.0,4,4,3,1,0,3,4,3,0,2,[R][W][Tr][Ta][Ta][Ta][W][Ta][R][R][R][Tr][W][W][Tr][W][R][R][R][R][Tr][W][W][R][R][W][W][R][W][Tr][R][Tr]
2643,10.0,4.0,6.0,12.0,32,random,4.0,0.0,0.0,2.3333333333333335,4,5,2,0,0,3,5,0,0,3,[W][W][R][R][R][R][R][Ta][R][W][Tr][Ta][W][W][W][Tr][R][Ta][W][W][Tr][R][R][R][W][Tr][W][R][Tr][R][Ta][Tr]
2644,10.0,4.0,6.0,12.0,32,random,3.0,0.0,0.0,2.5,4,4,2,0,0,2,4,0,0,3,[W][W][W][Tr][R][Ta][R][W][W][Tr][R][W][R][R][R][R][Tr][W][R][Ta][R][R][Ta][W][Ta][Tr][R][W][Tr][R][W][Tr]
2645,12.0,4.0,6.0,12.0,34,random,2.3333333333333335,0.0,0.0,2.3333333333333335,4,3,3,0,0,3,3,0,0,3,[W][R][Tr][W][R][R][R][Tr][R][R][W][Tr][W][R][W][W][R][Ta][Tr][Ta][W][R][Tr][W][W][Tr][Ta][R][R][Ta][W][W][W][R]
2646,12.0,4.0,6.0,12.0,34,random,2.0,0.0,2.0,2.0,4,2,3,0,1,3,2,0,2,2,[W][R][R][Ta][R][Ta][W][W][R][W][R][W][R][Tr][Ta][Tr][Ta][W][Tr][Tr][W][W][R][R][Tr][R][R][W][R][W][R][W][W][Tr]
2647,12.0,4.0,6.0,12.0,34,random,2.3333333333333335,2.0,0.0,3.0,4,5,3,1,0,3,3,2,0,5,[R][Tr][R][R][Ta][Tr][R][W][W][R][W][Tr][R][R][R][W][Tr][R][Ta][Ta][R][R][W][W][Ta][Tr][W][R][W][W][W][W][W][Tr]
2648,12.0,4.0,6.0,12.0,34,random,2.3333333333333335,2.0,2.0,2.75,4,5,3,1,2,4,3,2,2,5,[Ta][Ta][R][W][W][Ta][W][W][W][W][W][R][R][Tr][W][W][R][Tr][Tr][R][R][R][Ta][R][R][Tr][Tr][W][W][R][W][R][Tr][R]
2649,12.0,4.0,6.0,12.0,34,random,3.0,2.0,2.0,2.3333333333333335,4,4,2,1,2,3,4,2,2,3,[W][Tr][Ta][W][Tr][Ta][Ta][R][R][R][R][W][W][W][R][W][Tr][Tr][R][W][W][R][R][W][R][Ta][W][W][R][W][R][Tr][Tr][R]
2650,4.0,6.0,6.0,12.0,28,random,2.5,2.0,2.0,0.0,4,3,2,1,1,0,3,2,2,0,[R][Ta][Ta][W][Ta][R][Ta][R][W][Tr][R][Tr][R][W][Tr][R][Ta][R][R][R][Tr][Tr][Ta][R][R][Tr][R][W]
2651,4.0,6.0,6.0,12.0,28,random,2.0,2.0,3.0,2.0,4,3,5,1,1,1,2,2,3,2,[R][Ta][R][R][Ta][W][Ta][Ta][W][R][R][Tr][R][R][Tr][W][W][Ta][R][R][Tr][R][R][Tr][Tr][Tr][Ta][R]
2652,4.0,6.0,6.0,12.0,28,random,2.0,0.0,3.0,0.0,4,3,3,0,1,0,2,0,3,0,[R][Tr][Ta][R][R][Ta][R][Ta][R][Ta][Tr][Tr][Tr][Ta][W][R][W][Ta][R][R][W][R][W][R][Tr][R][R][Tr]
2653,4.0,6.0,6.0,12.0,28,random,3.0,2.0,2.0,3.0,4,5,3,1,1,1,5,2,2,3,[Ta][Tr][R][R][R][R][R][W][W][W][Tr][R][Ta][Ta][R][Tr][Ta][Tr][W][Tr][Tr][R][Ta][R][R][Ta][R][R]
2654,4.0,6.0,6.0,12.0,28,random,2.6666666666666665,2.0,0.0,0.0,4,4,3,2,0,0,4,2,0,0,[Tr][R][W][R][R][W][R][R][Tr][R][Ta][Ta][R][Tr][W][Ta][W][R][Tr][Ta][Ta][R][R][R][R][Tr][Ta][Tr]
2655,6.0,6.0,6.0,12.0,30,random,3.5,2.0,2.0,2.0,4,4,2,2,1,1,4,2,2,2,[W][Ta][R][W][Tr][Ta][Ta][R][Ta][Ta][R][R][R][W][Tr][R][Tr][W][W][R][Tr][Tr][R][Ta][W][Tr][R][R][R][R]
2656,6.0,6.0,6.0,12.0,30,random,2.0,2.0,2.0,0.0,4,2,3,1,1,0,2,2,2,0,[W][Tr][Tr][R][Tr][W][R][Tr][R][W][R][R][Ta][R][Ta][Ta][R][R][Tr][R][Tr][W][Ta][W][R][W][Ta][R][R][Ta]
2657,6.0,6.0,6.0,12.0,30,random,2.6666666666666665,2.0,3.0,2.0,4,4,3,1,1,1,4,2,3,2,[R][R][R][R][Ta][Tr][Tr][Tr][W][Ta][R][Tr][W][W][Ta][R][R][W][Tr][R][Ta][R][R][W][Tr][Ta][Ta][R][W][R]
2658,6.0,6.0,6.0,12.0,30,random,2.6666666666666665,2.0,0.0,2.0,4,4,3,1,0,1,4,2,0,2,[R][R][Tr][Ta][Tr][R][Ta][R][R][R][R][Ta][Tr][W][R][W][Tr][R][R][W][W][Ta][Ta][R][W][Tr][R][Tr][W][Ta]
2659,6.0,6.0,6.0,12.0,30,random,3.0,2.0,0.0,2.0,4,4,2,1,0,1,4,2,0,2,[Ta][Ta][Tr][R][W][R][R][Tr][R][Tr][W][W][R][Ta][Tr][Ta][R][W][Ta][W][R][W][Tr][R][Tr][Ta][R][R][R][R]
2660,8.0,6.0,6.0,12.0,32,random,3.0,2.0,0.0,2.0,4,3,2,1,0,2,3,2,0,2,[W][R][W][Tr][Ta][Tr][R][Ta][Tr][Ta][R][Tr][R][W][W][Tr][W][Ta][Ta][R][R][R][Ta][R][W][W][R][Tr][R][R][R][W]
2661,8.0,6.0,6.0,12.0,32,random,3.5,2.0,2.0,2.0,4,5,2,2,2,1,5,2,2,2,[R][Tr][W][R][R][W][Ta][Ta][Tr][Ta][W][R][Tr][Tr][R][W][W][Tr][Tr][W][R][Ta][W][R][R][R][R][R][W][Ta][Ta][R]
2662,8.0,6.0,6.0,12.0,32,random,2.0,2.0,2.0,2.5,4,3,3,1,1,2,2,2,2,3,[R][R][Tr][Ta][R][Tr][Tr][R][W][Tr][R][Tr][W][Ta][Ta][W][W][W][R][R][Ta][Tr][R][R][W][W][Ta][R][W][R][Ta][R]
2663,8.0,6.0,6.0,12.0,32,random,2.0,2.0,0.0,3.0,4,3,1,1,0,1,2,2,0,3,[W][W][W][R][W][R][Tr][Ta][R][Ta][Tr][W][Ta][Ta][R][W][R][Tr][R][R][Ta][R][Ta][Tr][R][W][R][Tr][R][W][Tr][R]
2664,8.0,6.0,6.0,12.0,32,random,3.0,0.0,2.0,2.0,4,4,2,0,1,1,4,0,2,2,[Tr][Tr][W][Ta][R][W][R][W][Ta][R][Ta][R][R][Ta][W][R][Tr][W][Tr][W][Tr][R][Tr][R][Ta][R][R][R][R][Ta][W][W]
2665,10.0,6.0,6.0,12.0,34,random,2.3333333333333335,2.0,2.5,2.0,4,3,3,1,2,1,3,2,3,2,[W][R][R][W][W][R][W][Tr][Ta][W][R][Ta][Tr][Tr][Tr][Ta][Ta][R][R][R][W][R][W][R][R][W][R][W][R][Ta][Tr][Tr][Ta][W]
2666,10.0,6.0,6.0,12.0,34,random,2.6666666666666665,0.0,2.0,2.0,4,4,3,0,1,3,4,0,2,2,[Tr][Ta][R][W][W][Ta][W][W][R][R][W][R][R][Tr][Tr][Ta][W][W][R][Ta][Tr][Ta][W][R][Tr][R][R][R][R][W][R][Tr][Ta][W]
2667,10.0,6.0,6.0,12.0,34,random,2.5,2.0,2.0,2.0,4,3,2,1,1,2,3,2,2,2,[R][W][R][R][R][W][Tr][W][Ta][R][W][W][Ta][R][Ta][Ta][W][R][R][W][W][Ta][W][Tr][Tr][R][Tr][R][Tr][Ta][R][Tr][W][R]
2668,10.0,6.0,6.0,12.0,34,random,2.0,2.0,0.0,2.0,4,2,2,1,0,1,2,2,0,2,[W][R][Tr][R][R][Ta][W][R][Tr][Ta][R][Tr][R][W][R][Tr][W][Ta][W][Ta][R][R][W][Tr][W][R][Ta][Ta][R][W][W][R][W][Tr]
2669,10.0,6.0,6.0,12.0,34,random,7.0,2.5,2.0,2.5,4,7,1,2,1,2,7,3,2,3,[R][W][R][W][R][R][R][R][R][R][R][Tr][W][Tr][R][Tr][Tr][W][W][Tr][Ta][Ta][W][W][W][Tr][Ta][R][W][Ta][Ta][Ta][R][W]
2670,12.0,6.0,6.0,12.0,36,random,2.5,0.0,0.0,2.5,4,3,2,0,0,2,3,0,0,3,[Tr][R][Tr][W][W][Ta][R][W][W][W][R][R][Tr][W][R][Ta][R][W][R][Ta][Tr][W][R][Tr][W][Ta][W][Tr][R][W][Ta][W][R][R][R][Ta]
2671,12.0,6.0,6.0,12.0,36,random,2.3333333333333335,3.0,2.0,2.0,4,3,3,1,1,4,3,3,2,2,[R][R][Tr][W][W][R][W][Ta][W][R][Tr][W][W][R][W][Tr][Ta][Ta][Ta][R][R][Tr][Tr][Ta][R][W][W][R][Ta][W][W][Tr][W][R][R][R]
2672,12.0,6.0,6.0,12.0,36,random,3.0,0.0,0.0,2.0,4,3,2,0,0,2,3,0,0,2,[Ta][R][W][Tr][R][Ta][Tr][W][Tr][R][W][Tr][W][W][Ta][W][W][Ta][R][R][R][W][R][W][Tr][Ta][W][R][Tr][W][R][R][R][W][Ta][R]
2673,12.0,6.0,6.0,12.0,36,random,3.5,0.0,2.0,2.5,4,4,2,0,1,2,4,0,2,3,[R][W][W][W][Tr][W][Ta][Tr][W][R][R][R][R][Tr][Tr][Ta][W][W][Ta][W][R][R][R][W][R][Ta][R][W][Ta][W][R][W][R][Tr][Ta][Tr]
2674,12.0,6.0,6.0,12.0,36,random,2.0,2.0,0.0,2.0,4,2,3,1,0,1,2,2,0,2,[W][W][R][Tr][R][W][Tr][Ta][R][W][Tr][W][R][R][W][R][R][Ta][W][R][R][Tr][W][Ta][Ta][W][R][W][Tr][Ta][Tr][R][W][R][W][Ta]
2675,4.0,8.0,6.0,12.0,30,random,2.5,2.0,2.0,2.0,4,3,4,2,1,1,3,2,2,2,[R][Ta][W][W][Ta][Tr][R][R][R][Tr][R][R][Ta][Ta][W][Ta][Ta][Tr][R][Ta][R][R][Tr][Tr][W][R][R][R][Tr][Ta]
2676,4.0,8.0,6.0,12.0,30,random,2.75,2.0,0.0,2.0,4,5,4,2,0,1,5,2,0,2,[Tr][R][R][Tr][R][R][Ta][Tr][Ta][R][Tr][W][W][Tr][R][R][Ta][W][R][R][R][R][R][Ta][Ta][Tr][Ta][Ta][W][Ta]
2677,4.0,8.0,6.0,12.0,30,random,4.5,2.0,2.0,0.0,4,5,2,3,2,0,5,2,2,0,[W][R][R][R][R][R][W][Tr][Ta][Tr][Tr][W][Ta][R][Ta][Ta][R][R][R][R][Tr][Tr][Ta][Ta][W][R][Tr][Ta][Ta][R]
2678,4.0,8.0,6.0,12.0,30,random,2.75,0.0,2.0,2.0,4,3,4,0,1,1,3,0,2,2,[R][R][R][Ta][Tr][Ta][R][R][R][W][W][R][Ta][Tr][Tr][Ta][Tr][R][R][Tr][W][Ta][R][R][R][Ta][W][Ta][Tr][Ta]
2679,4.0,8.0,6.0,12.0,30,random,3.0,2.0,2.0,0.0,4,3,2,2,2,0,3,2,2,0,[W][R][Tr][Ta][Tr][Tr][R][Tr][Tr][Ta][R][R][R][W][R][Ta][Ta][Tr][R][W][Ta][R][Ta][R][Ta][Ta][W][R][R][R]
2680,6.0,8.0,6.0,12.0,32,random,2.0,2.0,2.0,0.0,4,2,3,3,1,0,2,2,2,0,[R][R][Ta][Ta][W][Tr][W][R][W][Tr][W][Ta][Ta][R][R][Ta][R][W][R][Tr][R][Tr][Tr][Ta][R][Tr][R][R][Ta][Ta][W][R]
2681,6.0,8.0,6.0,12.0,32,random,2.3333333333333335,2.0,0.0,2.0,4,3,3,2,0,1,3,2,0,2,[Tr][R][Ta][Tr][R][Tr][W][R][W][Ta][W][R][Ta][Ta][R][R][W][W][R][R][W][Ta][R][R][R][Tr][R][Ta][Ta][Tr][Ta][Tr]
2682,6.0,8.0,6.0,12.0,32,random,2.3333333333333335,2.0,0.0,2.0,4,3,3,1,0,2,3,2,0,2,[R][R][W][Ta][W][W][Ta][Tr][Ta][R][Tr][Ta][R][W][W][Tr][R][R][Tr][W][R][Tr][Ta][R][Ta][Ta][Tr][R][R][R][Ta][R]
2683,6.0,8.0,6.0,12.0,32,random,2.3333333333333335,2.0,2.0,2.0,4,3,3,1,1,2,3,2,2,2,[R][Ta][Ta][W][Tr][Tr][Ta][R][Tr][Ta][R][R][Ta][R][R][Tr][Ta][R][W][R][Ta][Tr][R][R][R][W][W][R][Tr][Ta][W][W]
2684,6.0,8.0,6.0,12.0,32,random,2.0,3.0,2.0,0.0,4,3,3,1,2,0,2,3,2,0,[Ta][R][Tr][R][R][W][Tr][W][R][W][R][W][Ta][Ta][Ta][R][Tr][Tr][R][W][Tr][Tr][R][R][Ta][R][Ta][W][Ta][R][R][Ta]
2685,8.0,8.0,6.0,12.0,34,random,2.5,2.0,0.0,2.0,4,3,2,1,0,1,3,2,0,2,[R][Tr][Ta][Tr][W][Ta][Tr][R][R][Ta][Tr][Ta][R][Tr][R][W][R][Ta][R][W][W][Ta][Ta][W][Ta][Tr][W][R][W][R][W][R][R][R]
2686,8.0,8.0,6.0,12.0,34,random,2.3333333333333335,0.0,2.0,0.0,4,3,3,0,2,0,3,0,2,0,[Ta][W][R][Tr][Tr][Ta][R][Ta][W][Tr][R][R][R][Ta][R][W][R][R][W][Ta][W][R][Ta][R][R][Tr][Tr][W][Ta][W][Ta][Tr][R][W]
2687,8.0,8.0,6.0,12.0,34,random,2.0,2.0,2.0,2.0,4,2,2,2,1,1,2,2,2,2,[R][R][W][Ta][Ta][R][R][Tr][W][R][W][Tr][Tr][W][R][Ta][Ta][R][Tr][W][W][R][W][R][Ta][R][Tr][R][Ta][R][Ta][Tr][W][Ta]
2688,8.0,8.0,6.0,12.0,34,random,3.0,2.0,2.0,2.0,4,4,2,2,1,1,4,2,2,2,[Tr][Tr][W][Tr][W][Ta][Tr][R][R][R][R][W][Ta][R][W][Ta][Ta][R][W][W][R][R][Tr][R][Ta][R][Tr][R][W][Ta][Ta][W][R][Ta]
2689,8.0,8.0,6.0,12.0,34,random,2.5,3.0,2.0,2.0,4,4,2,2,1,1,3,4,2,2,[Ta][Ta][Ta][Ta][W][R][W][Tr][Ta][Ta][Tr][R][R][R][W][Ta][R][W][R][W][W][R][Ta][W][R][R][Tr][R][Tr][R][W][Tr][Tr][R]
2690,10.0,8.0,6.0,12.0,36,random,3.0,3.0,2.0,2.5,4,4,2,1,1,2,4,3,2,3,[Tr][Tr][Ta][W][R][R][R][R][W][Ta][R][Ta][W][W][W][R][Ta][Ta][Ta][R][Tr][Ta][W][R][W][R][R][W][W][Tr][R][Ta][Tr][W][Tr][R]
2691,10.0,8.0,6.0,12.0,36,random,2.0,2.0,3.0,2.0,4,3,4,1,1,2,2,2,3,2,[R][R][W][W][Ta][W][Tr][Ta][R][Tr][W][R][R][Tr][Tr][Tr][W][R][R][Ta][W][Ta][R][W][R][Ta][Ta][W][W][Ta][R][Ta][Tr][R][R][W]
2692,10.0,8.0,6.0,12.0,36,random,2.0,3.0,0.0,0.0,4,3,2,1,0,0,2,3,0,0,[W][R][Tr][R][W][R][Tr][R][Ta][R][W][Tr][W][Tr][R][R][W][R][R][Ta][W][Tr][W][Ta][R][Ta][R][W][Tr][Ta][W][Ta][Ta][Ta][W][R]
2693,10.0,8.0,6.0,12.0,36,random,2.0,2.0,2.0,2.0,4,2,3,1,1,1,2,2,2,2,[Ta][R][Tr][Tr][R][R][Ta][W][R][W][Ta][Ta][W][R][W][Tr][R][R][Ta][W][R][Tr][W][Ta][R][R][W][Tr][W][R][Ta][R][W][W][Tr][Ta]
2694,10.0,8.0,6.0,12.0,36,random,3.0,2.0,0.0,0.0,4,3,2,2,0,0,3,2,0,0,[W][Tr][W][Tr][R][Ta][Ta][Tr][W][Ta][Ta][R][W][Tr][Ta][W][Ta][R][W][Tr][R][R][R][Ta][R][W][R][W][R][R][R][W][R][Tr][W][Ta]
2695,12.0,8.0,6.0,12.0,38,random,2.0,2.0,0.0,2.5,4,3,3,1,0,2,2,2,0,3,[W][R][Tr][W][R][Ta][Tr][Ta][R][R][W][R][W][W][W][R][W][W][Ta][W][R][Ta][R][Tr][Ta][W][Tr][Ta][Ta][R][R][Tr][W][Ta][R][R][W][Tr]
2696,12.0,8.0,6.0,12.0,38,random,2.0,2.0,2.0,3.0,4,4,3,3,1,2,2,2,2,4,[W][W][Tr][Tr][Ta][R][Ta][Ta][R][W][Tr][W][R][W][Tr][Ta][R][Ta][Ta][W][Tr][R][W][R][R][W][W][W][W][R][R][Tr][R][Ta][Ta][R][R][W]
2697,12.0,8.0,6.0,12.0,38,random,2.3333333333333335,3.0,2.0,2.6666666666666665,4,3,3,1,1,3,3,3,2,3,[W][W][W][R][Tr][R][R][W][W][W][Ta][Ta][Ta][W][W][Ta][Tr][W][R][Ta][R][R][Tr][R][R][R][Tr][Tr][R][Ta][R][W][Ta][W][R][Tr][Ta][W]
2698,12.0,8.0,6.0,12.0,38,random,2.0,2.0,2.0,2.5,4,3,2,1,1,2,2,2,2,3,[W][Tr][W][R][R][Tr][Ta][Tr][Tr][R][Ta][W][W][W][R][W][Ta][W][R][W][R][R][Tr][R][W][R][W][W][Ta][Ta][R][W][Tr][Ta][R][Ta][R][Ta]
2699,12.0,8.0,6.0,12.0,38,random,3.0,2.0,0.0,3.0,4,4,1,1,0,3,3,2,0,4,[W][Ta][R][W][W][W][W][Ta][R][Tr][Ta][W][W][Tr][Ta][R][Tr][R][Tr][R][W][Tr][W][R][Ta][Ta][R][W][W][W][R][Tr][R][R][R][Ta][R][Ta]
2700,4.0,10.0,6.0,12.0,32,random,3.0,2.0,2.0,0.0,4,3,2,3,1,0,3,2,2,0,[Tr][R][Ta][Ta][W][Ta][Ta][R][Tr][Ta][R][Ta][R][Tr][R][R][R][Ta][Tr][Tr][W][Ta][R][R][R][Tr][R][W][Ta][Ta][R][W]
2701,4.0,10.0,6.0,12.0,32,random,2.3333333333333335,2.5,0.0,0.0,4,3,3,2,0,0,3,3,0,0,[R][R][Tr][Ta][Ta][Ta][R][R][R][W][Tr][Ta][R][R][W][R][Ta][R][Ta][R][Ta][Tr][R][Ta][Ta][W][R][Tr][W][Tr][Ta][Tr]
2702,4.0,10.0,6.0,12.0,32,random,2.0,3.5,0.0,0.0,4,5,4,2,0,0,2,5,0,0,[Ta][W][R][R][W][R][Tr][R][Tr][W][Ta][R][R][Tr][R][Ta][Ta][W][Tr][R][Tr][R][R][Ta][R][R][Tr][Ta][Ta][Ta][Ta][Ta]
2703,4.0,10.0,6.0,12.0,32,random,2.3333333333333335,2.5,2.0,2.0,4,3,3,2,1,1,3,3,2,2,[Tr][R][Ta][Tr][R][Ta][Ta][Ta][W][Ta][R][R][R][Tr][R][R][Ta][R][R][Ta][Ta][R][Ta][R][W][W][Tr][Ta][W][R][Tr][Tr]
2704,4.0,10.0,6.0,12.0,32,random,2.0,2.3333333333333335,2.0,2.0,4,3,2,3,2,1,2,3,2,2,[R][Tr][Tr][R][R][Ta][Ta][Ta][R][Tr][Ta][R][W][R][W][W][Ta][R][R][Ta][R][Tr][R][Ta][Ta][R][W][R][Ta][Ta][Tr][Tr]
2705,6.0,10.0,6.0,12.0,34,random,2.0,3.0,0.0,0.0,4,3,2,1,0,0,2,3,0,0,[W][R][Ta][Tr][R][W][R][W][R][Tr][R][Ta][W][R][Ta][W][Tr][R][Ta][Tr][Ta][R][R][W][Ta][Tr][Ta][R][R][Ta][Ta][Ta][Tr][R]
2706,6.0,10.0,6.0,12.0,34,random,2.25,2.0,2.0,0.0,4,3,4,2,1,0,3,2,2,0,[R][R][Ta][Tr][Ta][R][R][Ta][Tr][W][R][W][R][R][R][Ta][Ta][R][Tr][R][R][Tr][Tr][W][Ta][Ta][W][Ta][W][Tr][R][Ta][W][Ta]
2707,6.0,10.0,6.0,12.0,34,random,2.6666666666666665,2.0,2.0,3.0,4,4,3,1,1,1,4,2,2,3,[W][Tr][R][Ta][W][W][W][R][Ta][Tr][Ta][R][W][Ta][R][R][R][R][Ta][R][R][Tr][Ta][R][R][Ta][Tr][Tr][Ta][Ta][Tr][Ta][W][R]
2708,6.0,10.0,6.0,12.0,34,random,2.75,2.0,0.0,0.0,4,3,4,3,0,0,3,2,0,0,[Tr][R][R][R][Ta][Ta][Tr][Ta][Tr][W][Ta][W][Ta][R][R][R][Ta][Ta][R][R][Tr][Ta][Ta][W][R][R][R][W][Ta][Tr][R][W][Tr][W]
2709,6.0,10.0,6.0,12.0,34,random,2.3333333333333335,2.0,2.0,2.0,4,3,3,1,1,1,3,2,2,2,[Tr][Ta][R][R][Tr][R][Ta][Tr][R][Ta][R][Ta][Ta][W][Ta][R][R][R][Ta][W][Ta][R][Tr][W][Ta][W][W][Ta][W][R][Tr][Tr][R][R]
2710,8.0,10.0,6.0,12.0,36,random,2.3333333333333335,2.0,0.0,2.0,4,3,3,2,0,2,3,2,0,2,[W][Ta][Ta][R][Ta][Tr][Ta][Tr][R][Ta][R][R][R][Ta][R][R][W][W][R][Tr][R][R][W][Tr][R][Ta][Tr][W][Ta][W][W][R][Ta][Ta][W][Tr]
2711,8.0,10.0,6.0,12.0,36,random,2.6666666666666665,2.0,2.0,0.0,4,3,3,3,2,0,3,2,2,0,[Ta][Ta][Tr][Tr][W][R][W][Tr][Tr][Ta][R][W][Ta][R][Ta][Ta][W][Ta][W][Tr][R][R][R][Ta][W][R][R][R][Tr][R][W][R][R][W][Ta][Ta]
